scanned 1692 files, 19341 fragments, 319471 candidate pairs
  src/libslic3r/Format/3mf.cpp:2091-2095  <->  src/libslic3r/Format/bbs_3mf.cpp:5287-5291  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:2111-2118  <->  src/libslic3r/Format/bbs_3mf.cpp:5307-5314  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/GCodeRenderer/AdvancedRenderer.cpp:1021-1031  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:1455-1465  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/GCodeRenderer/AdvancedRenderer.cpp:1002-1015  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:1333-1346  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/GCodeRenderer/AdvancedRenderer.cpp:990-990  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:1321-1321  (EXACT, weighted=1, line=1)
  src/eigen/Eigen/src/Core/arch/AltiVec/PacketMath.h:909-912  <->  src/eigen/Eigen/src/Core/arch/ZVector/PacketMath.h:492-495  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/FilamentMapPanel.cpp:526-544  <->  src/slic3r/GUI/PurgeModeDialog.cpp:236-254  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/GCodeRenderer/BaseRenderer.cpp:89-96  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:97-104  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/GCodeRenderer/BaseRenderer.cpp:77-81  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:86-90  (EXACT, weighted=1, line=1)
  src/libslic3r/GCode/SeamPlacer.hpp:34-38  <->  src/libslic3r/Point.hpp:112-116  (EXACT, weighted=1, line=1)
  src/libslic3r/Layer.hpp:235-258  <->  src/libslic3r/Support/SupportCommon.hpp:86-107  (EXACT, weighted=1, line=0.68)
  src/slic3r/GUI/GLCanvas3D.cpp:9260-9265  <->  src/slic3r/GUI/Plater.cpp:2565-2570  (LITERAL, weighted=1, line=0.5)
  src/slic3r/GUI/GLCanvas3D.cpp:3528-3530  <->  src/slic3r/GUI/PartPlate.cpp:4536-4538  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/svg.cpp:318-323  <->  src/libslic3r/Shape/TextShape.cpp:168-173  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/DeviceCore/DevCalib.cpp:19-21  <->  src/slic3r/GUI/DeviceManager.cpp:72-74  (EXACT, weighted=1, line=1)
  src/libslic3r/FuzzySkin.cpp:21-24  <->  src/libslic3r/PerimeterGenerator.cpp:29-33  (EXACT, weighted=1, line=0.8)
  src/libslic3r/Format/3mf.cpp:2205-2208  <->  src/libslic3r/Format/bbs_3mf.cpp:5410-5413  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:167-175  <->  src/libslic3r/Format/bbs_3mf.cpp:451-459  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/AMSMaterialsSetting.cpp:2088-2091  <->  src/slic3r/GUI/AmsMappingPopup.cpp:2082-2085  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:210-232  <->  src/libslic3r/Format/bbs_3mf.cpp:572-594  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:237-251  <->  src/libslic3r/Format/bbs_3mf.cpp:622-636  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:257-265  <->  src/libslic3r/Format/bbs_3mf.cpp:642-650  (RENAMED, weighted=1, line=0.5)
  src/slic3r/GUI/GUI_App.cpp:1631-1671  <->  src/slic3r/GUI/NetworkTestDialog.cpp:812-852  (LITERAL, weighted=1, line=0.764706)
  src/slic3r/GUI/AMSMaterialsSetting.cpp:2088-2091  <->  src/slic3r/GUI/AmsMappingPopup.cpp:1868-1871  (EXACT, weighted=1, line=1)
  src/eigen/Eigen/src/Core/arch/AltiVec/PacketMath.h:338-343  <->  src/eigen/Eigen/src/Core/arch/ZVector/PacketMath.h:472-477  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/NotificationManager.cpp:61-64  <->  src/slic3r/GUI/SlicingProgressNotification.cpp:13-16  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:2205-2208  <->  src/libslic3r/Format/bbs_3mf.cpp:5257-5260  (EXACT, weighted=1, line=1)
  src/eigen/Eigen/src/Core/DenseBase.h:254-257  <->  src/eigen/Eigen/src/SparseCore/SparseSelfAdjointView.h:154-157  (LITERAL, weighted=1, line=0.6)
  src/slic3r/GUI/CapsuleButton.cpp:64-80  <->  src/slic3r/GUI/FilamentMapPanel.cpp:526-544  (MIXED, weighted=1, line=0.777778)
  src/slic3r/GUI/CapsuleButton.cpp:64-80  <->  src/slic3r/GUI/PurgeModeDialog.cpp:236-254  (MIXED, weighted=1, line=0.777778)
  src/slic3r/GUI/CapsuleButton.cpp:101-108  <->  src/slic3r/GUI/FilamentMapPanel.cpp:592-599  (STRUCTURAL, weighted=1, line=0.6)
  src/slic3r/GUI/AMSMaterialsSetting.cpp:2088-2091  <->  src/slic3r/GUI/AmsMappingPopup.cpp:1784-1787  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/AMSMaterialsSetting.cpp:2088-2091  <->  src/slic3r/GUI/AmsMappingPopup.cpp:1551-1554  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:3121-3125  <->  src/libslic3r/Format/bbs_3mf.cpp:8053-8057  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:714-719  <->  src/libslic3r/Format/bbs_3mf.cpp:1701-1706  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:923-934  <->  src/libslic3r/Format/bbs_3mf.cpp:2263-2274  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:1024-1039  <->  src/libslic3r/Format/bbs_3mf.cpp:2675-2683  (EXACT, weighted=1, line=0.571429)
  src/slic3r/Utils/AstroBox.cpp:129-131  <->  src/slic3r/Utils/OctoPrint.cpp:232-234  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:2179-2184  <->  src/slic3r/GUI/Plater.cpp:12417-12422  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/TabButton.cpp:218-224  <->  src/slic3r/GUI/Widgets/AxisCtrlButton.cpp:297-303  (EXACT, weighted=1, line=0.75)
  src/slic3r/GUI/TabButton.cpp:109-115  <->  src/slic3r/GUI/Widgets/TempInput.cpp:344-350  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/TabButton.cpp:109-115  <->  src/slic3r/GUI/Widgets/SideButton.cpp:147-153  (EXACT, weighted=1, line=1)
