scanned 553 files, 4147 fragments, 82946 candidate pairs
  src/gui/ClientPuduEditor.cpp:396-402  <->  src/gui/ClientTubeEditor.cpp:458-464  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientPuduEditor.cpp:396-402  <->  src/gui/StripGatePanel.cpp:511-517  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientPuduEditor.cpp:388-391  <->  src/gui/StripTubePanel.cpp:452-455  (LITERAL, weighted=1, line=0.6)
  src/gui/ClientReverbApplet.cpp:174-178  <->  src/gui/StripReverbPanel.cpp:211-215  (LITERAL, weighted=1, line=0.666667)
  src/core/PgxlConnection.cpp:136-140  <->  src/core/TgxlConnection.cpp:156-160  (LITERAL, weighted=1, line=0.666667)
  src/gui/ClientReverbApplet.cpp:174-178  <->  src/gui/StripPuduPanel.cpp:177-183  (LITERAL, weighted=1, line=0.5)
  src/core/MidiControlManager.cpp:18-24  <->  src/gui/MainWindow.cpp:5390-5396  (EXACT, weighted=1, line=1)
  src/gui/ClientReverbApplet.cpp:174-178  <->  src/gui/StripGatePanel.cpp:218-222  (LITERAL, weighted=1, line=0.666667)
  src/gui/ClientReverbApplet.cpp:174-178  <->  src/gui/ClientTubeApplet.cpp:82-86  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduEditor.cpp:396-402  <->  src/gui/StripTubePanel.cpp:460-466  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientPuduEditor.cpp:173-179  <->  src/gui/StripGatePanel.cpp:218-222  (EXACT, weighted=1, line=0.714286)
  src/gui/StripFinalOutputPanel.cpp:276-297  <->  src/gui/StripRxOutputPanel.cpp:132-146  (EXACT, weighted=1, line=0.541667)
  src/gui/StripFinalOutputPanel.cpp:240-242  <->  src/gui/StripRxOutputPanel.cpp:120-122  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduApplet.cpp:322-325  <->  src/gui/ClientPuduEditor.cpp:343-346  (EXACT, weighted=1, line=1)
  src/gui/StripFinalOutputPanel.cpp:58-60  <->  src/gui/StripRxOutputPanel.cpp:36-38  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduApplet.cpp:226-228  <->  src/gui/StripPuduPanel.cpp:232-234  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduApplet.cpp:226-228  <->  src/gui/StripDeEssPanel.cpp:152-154  (LITERAL, weighted=1, line=0.5)
  src/gui/ClientPuduEditor.cpp:173-179  <->  src/gui/StripReverbPanel.cpp:211-215  (EXACT, weighted=1, line=0.714286)
  src/gui/StripPuduPanel.cpp:403-409  <->  src/gui/StripTubePanel.cpp:460-466  (LITERAL, weighted=1, line=0.75)
