scanned 693 files, 2385 fragments, 51657 candidate pairs
  src/ui/dialogs/scraper/result/scraperesultdialogunified.cpp:1563-1567  <->  src/ui/dialogs/scraper/result/scraperesultdialogunified.cpp:1671-1675  (EXACT, weighted=0.8, line=1)
  src/modules/data/query/querymanagerfetchrange.cpp:41-44  <->  src/modules/data/query/querymanagerfetchrange.cpp:76-79  (EXACT, weighted=0.8, line=1)
  src/ui/dialogs/scraper/result/scraperesultdialogunified_runtime.cpp:506-510  <->  src/ui/dialogs/scraper/result/scraperesultdialogunified_runtime.cpp:614-618  (EXACT, weighted=0.8, line=1)
  src/modules/input/interaction/interactionmanagercontextactions.cpp:409-421  <->  src/modules/input/interaction/interactionmanagercontextactions.cpp:441-453  (RENAMED, weighted=0.8, line=0.846154)
  src/modules/input/interaction/interactionmanagercontextmenu.cpp:885-897  <->  src/modules/input/interaction/interactionmanagercontextmenu.cpp:917-929  (RENAMED, weighted=0.8, line=0.846154)
  src/modules/data/query/scanservice.cpp:388-395  <->  src/modules/data/query/scanservice.cpp:683-690  (EXACT, weighted=0.8, line=1)
  src/utils/db/itemmetadatacache.cpp:79-81  <->  src/utils/db/itemmetadatacache.cpp:96-98  (RENAMED, weighted=0.8, line=0.5)
  src/utils/db/itemmetadatacache.cpp:79-81  <->  src/utils/db/itemmetadatacache.cpp:113-115  (RENAMED, weighted=0.8, line=0.5)
  src/utils/db/smartplaylistevaluator.cpp:187-213  <->  src/utils/db/smartplaylistevaluator.cpp:297-321  (LITERAL, weighted=0.8, line=0.517241)
  src/modules/data/settings/collectionhierarchybuilder.cpp:11-27  <->  src/modules/data/settings/settingsmanagercollections.cpp:51-64  (STRUCTURAL, weighted=0.792966, line=0.833333)
  src/modules/data/query/scanservice.cpp:803-812  <->  src/modules/data/query/scanservice.cpp:1350-1359  (STRUCTURAL, weighted=0.765805, line=0.538462)
  src/modules/input/interaction/arrownavigationhandler.cpp:36-43  <->  src/modules/input/keyboard/keyboardmanager.cpp:75-83  (STRUCTURAL, weighted=0.761687, line=0.7)
  src/modules/data/scraper/providers/screenscrapermediatypecache.cpp:121-133  <->  src/modules/data/scraper/providers/screenscrapersystemcache.cpp:182-194  (STRUCTURAL, weighted=0.761684, line=0.5)
  src/modules/data/cache/cachemanager.cpp:176-189  <->  src/modules/data/cache/cachemanager.cpp:241-255  (STRUCTURAL, weighted=0.734859, line=0.611111)
  src/ui/dialogs/settings/core/settingsdialog.cpp:175-183  <->  src/ui/dialogs/settings/core/settingsdialog.cpp:212-221  (STRUCTURAL, weighted=0.715584, line=0.5)
  src/ui/dialogs/settings/core/settingsdialog.cpp:194-204  <->  src/ui/dialogs/settings/core/settingsdialog.cpp:212-221  (STRUCTURAL, weighted=0.713539, line=0.9)
  src/modules/data/query/scanservice.cpp:504-510  <->  src/modules/data/query/scanservice.cpp:787-793  (STRUCTURAL, weighted=0.713352, line=0.555556)
  src/modules/data/playlist/playlistmanager.cpp:155-189  <->  src/modules/data/playlist/playlistmanager.cpp:195-228  (STRUCTURAL, weighted=0.694173, line=0.583333)
  src/modules/data/query/querymanagerfetchrange.cpp:82-90  <->  src/modules/data/query/querymanagerfetchrange.cpp:276-286  (STRUCTURAL, weighted=0.670321, line=0.666667)
  src/modules/input/scroll/scrolleventhandler.cpp:77-97  <->  src/modules/input/scroll/scrolleventhandler.cpp:119-137  (STRUCTURAL, weighted=0.652642, line=0.785714)
  src/modules/data/query/scanservice.cpp:594-605  <->  src/modules/data/query/scanservice.cpp:803-812  (STRUCTURAL, weighted=0.627984, line=0.692308)
  src/core/mainwindow_dialogs.cpp:75-92  <->  src/core/mainwindow_dialogs.cpp:569-580  (STRUCTURAL, weighted=0.623468, line=0.578947)
  src/modules/data/query/querymanagercache.cpp:127-140  <->  src/modules/data/query/querymanagercache.cpp:213-227  (STRUCTURAL, weighted=0.619399, line=0.666667)
  src/core/mainwindow_setup.cpp:456-471  <->  src/core/mainwindow_setup.cpp:1100-1111  (STRUCTURAL, weighted=0.613393, line=0.555556)
  src/modules/data/query/scanservice.cpp:422-490  <->  src/modules/data/query/scanservice.cpp:706-773  (STRUCTURAL, weighted=0.602365, line=0.641509)
